SerialNo,RespSex,Age_Banded,age_dv,Country_DV,surveyyear,bhhsize,below16,Below6,hhdinc,workstat,marstat2,bethnicity,Region_DV,Religion_DV,WIMD_2014_quintile,NIMD_2010_quintile,UrbanRuralInd,psu_dv,stratum_dv,combinedW1_4weight,countryW1_4weight,dietary,fdreac_dv,Q2_14sub_DV,Q2_14su2_DV,Q2_14su3_DV,Q2_14su4_DV,Q2_14su5_DV,Q2_14su6_DV,Q2_14su7_DV,Q2_14su8_DV,q2_14su9_DV,q2_14s10_DV,q2_14s11_DV,Q2_14s12_DV,Q2_14s13_DV,Q2_14s14_DV,Q2_14s15_DV,q2_14s16_DV,Q3_1,q3_131,Q6_4,Q11_8bDV,Q11_8bD2,Q11_8bD3,Q11_8bD4,Q11_8bD5,Q11_8bD6,Q11_8bD7,Q11_8bD8,Q11_8bD9,Q11_8b18,Q11_8b19,Q11_8b20,Q11_8b22,Q11_8b23,w3w2_Q11_8b_15,Q11_8b21,W3_Q11_8b_19,Q11_8b24,Q11_8b25,Q11_8b25v2,bpoison,Q4_27_6_Slice
501626,2,,3,2,5,4,1,1,3,1,1,,10,1,4,-1,2,2140,627,0.258887171,0.863928599,3,1,4,4,4,,,4,1,,,,,,,,4,,1,0,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,,0,,0,0,0,1,3
501628,1,,7,2,5,2,2,2,-9,1,1,,10,1,2,-1,2,1020,658,0.623977958,2.082267734,3,3,8,8,4,,,4,1,,,,,,,,8,,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,2,2
501629,2,,1,1,5,4,1,1,-8,3,2,,1,3,-1,-1,1,1937,551,2.041118254,1.497641512,3,3,4,4,8,,,7,3,,,,,,,,7,,3,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,,1,,0,0,0,2,2
501631,2,,3,2,5,4,1,2,3,3,1,,10,1,1,-1,1,1234,721,0.185599411,0.619361085,3,1,3,6,8,,,4,1,,,,,,,,6,,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,1,4
501636,2,,4,1,5,3,2,2,-8,1,2,,2,3,-1,-1,1,2016,747,1.946313705,1.428080022,3,3,4,7,4,,,3,1,,,,,,,,3,,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,1,0,0,2,4
501642,2,,3,3,5,3,1,1,2,1,2,,12,1,-1,1,1,2012,589,0.10672623,0.537929431,3,3,4,5,5,,,6,1,,,,,,,,7,,1,0,5,1,1,0,1,0,0,0,1,1,0,0,1,1,0,,1,,0,0,0,1,3
501643,1,,3,1,5,1,2,2,2,1,2,,1,3,-1,-1,1,1646,692,0.865022651,0.634698077,3,3,6,4,8,,,4,8,,,,,,,,6,,1,0,4,1,0,1,0,1,0,0,0,0,1,0,1,0,0,,0,,0,0,0,2,2
501648,2,,3,1,5,2,1,1,2,3,2,,4,3,-1,-1,1,2054,630,0.344873206,0.253045814,3,1,7,6,4,,,6,2,,,,,,,,7,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,-8,4
501650,1,,6,1,5,2,2,2,4,2,2,,9,3,-1,-1,1,1947,541,1.456399088,1.068612134,3,3,4,8,8,,,8,1,,,,,,,,8,,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,1,4
501653,2,,4,1,5,2,2,2,1,3,1,,7,2,-1,-1,1,2173,607,0.932212774,0.683997875,3,3,4,4,8,,,8,2,,,,,,,,8,,1,1,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,,0,,0,0,0,2,4
501656,1,,7,3,5,2,2,2,2,2,1,,12,1,-1,3,2,2024,662,0.158496193,0.798864218,3,3,6,7,7,,,4,1,,,,,,,,8,,1,0,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,,0,,0,0,0,1,3
501658,2,,4,1,5,4,1,2,2,3,1,,4,1,-1,-1,1,1423,630,1.075751516,0.789317387,3,3,4,4,4,,,4,1,,,,,,,,8,,1,1,2,1,0,0,0,0,0,1,0,1,0,1,0,1,0,,1,,0,0,0,2,2
501664,2,,5,3,5,2,2,2,1,2,1,,12,1,-1,2,1,2028,662,0.150712829,0.759633932,3,3,4,8,8,,,8,1,,,,,,,,8,,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,,0,,0,0,0,1,5
501672,2,,1,1,5,4,1,1,3,3,1,,8,1,-1,-1,1,1918,571,1.58162359,1.160493833,3,3,6,6,5,,,3,2,,,,,,,,7,,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,1,4
501691,1,,1,3,5,4,2,2,4,1,2,,12,1,-1,4,2,1092,505,0.782317809,3.94309601,3,3,4,6,5,,,5,1,,,,,,,,4,,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,-8,4
501693,1,,4,1,5,3,2,2,4,1,1,,7,2,-1,-1,1,1660,545,4.008733611,2.941351318,3,3,8,8,8,,,8,1,,,,,,,,8,,3,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,,0,,0,0,0,2,2
501695,2,,2,1,5,3,2,2,4,1,2,,5,2,-1,-1,1,2069,605,2.08199681,1.527635572,3,3,4,5,6,,,8,1,,,,,,,,3,,1,0,4,1,0,1,0,0,0,1,1,1,0,0,1,0,0,,1,,0,0,0,-8,3
501706,2,,2,1,5,1,2,2,-8,1,2,,8,1,-1,-1,1,1477,571,0.813255223,0.596714462,3,3,6,7,8,,,7,1,,,,,,,,4,,1,1,2,1,0,0,0,0,0,1,1,1,0,1,1,1,0,,1,,0,0,0,1,1
501708,2,,6,1,5,1,2,2,4,2,2,,7,2,-1,-1,1,1660,545,3.461891947,2.540114018,3,3,7,7,8,,,8,1,,,,,,,,8,,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,,0,,0,0,0,2,2
501713,2,,3,1,5,1,2,2,1,1,2,,8,1,-1,-1,1,1413,553,0.572192605,0.419838192,3,1,7,6,6,,,6,1,,,,,,,,4,,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,,1,,0,0,0,1,3
501717,1,,4,1,5,2,2,2,4,1,1,,4,3,-1,-1,1,2196,636,1.186428484,0.870525039,3,1,5,5,5,,,4,4,,,,,,,,4,,3,0,4,1,0,0,0,1,1,1,0,0,1,1,0,1,0,,0,,0,0,0,2,4
501719,2,,5,2,5,1,2,2,3,2,-8,,10,3,2,-1,1,1570,721,0.096606406,0.322383829,3,3,8,8,5,,,5,1,,,,,,,,8,,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,,0,0,0,-8,5
501729,1,,6,1,5,2,2,2,-8,2,1,,4,3,-1,-1,1,2015,730,0.994217583,0.729493022,3,3,4,5,5,,,3,3,,,,,,,,8,,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,,0,,0,0,0,1,5
501736,1,,2,1,5,4,2,2,4,1,1,,8,1,-1,-1,1,1152,553,5.071827154,3.721381097,3,1,7,8,8,,,7,1,,,,,,,,8,,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,1,4
501737,2,,5,1,5,2,2,2,-9,1,1,,2,3,-1,-1,1,1698,747,1.297542511,0.952053378,3,3,3,5,5,,,4,1,,,,,,,,8,,2,1,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,0,,0,0,0,1,2
501745,1,,4,3,5,1,2,2,4,1,1,,12,3,-1,4,2,1832,662,0.195886082,0.987319501,3,1,4,7,7,,,3,4,,,,,,,,6,,1,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,0,,0,0,0,-8,2
501747,2,,4,1,5,3,1,2,2,3,2,,1,3,-1,-1,1,1159,726,0.392971724,0.288337418,3,3,8,8,8,,,8,1,,,,,,,,8,,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,2,2
501748,2,,6,1,5,1,2,2,3,2,2,,8,1,-1,-1,2,1688,553,0.678493896,0.497835254,3,2,7,8,7,,,4,1,,,,,,,,8,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,1,5
501751,1,,3,1,5,4,1,2,4,1,1,,3,3,-1,-1,1,1205,660,1.586684284,1.164207044,3,2,5,5,4,,,4,1,,,,,,,,5,,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,,0,0,0,1,4
501752,2,,4,3,5,1,2,2,4,1,1,,12,1,-1,4,2,1832,662,0.10672623,0.537929431,3,3,3,7,4,,,3,3,,,,,,,,8,,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,2,5
501756,2,,3,1,5,4,1,1,3,3,1,,8,1,-1,-1,1,1799,593,0.91351886,0.670281481,3,1,4,5,6,,,6,2,,,,,,,,4,,2,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,,0,,0,0,0,1,4
501762,1,,6,2,5,2,2,2,3,2,1,,10,1,5,-1,1,1921,658,0.266302834,0.888675298,3,3,4,4,4,,,2,1,,,,,,,,6,,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,0,,0,0,0,1,4
501763,2,,2,1,5,2,2,2,-9,1,1,,7,3,-1,-1,1,1719,545,1.659794781,1.217850833,3,3,8,8,8,,,8,3,,,,,,,,8,,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,,0,0,0,1,4
501765,2,,4,1,5,1,2,2,3,1,2,,7,3,-1,-1,1,1660,545,0.583901759,0.428429618,3,3,3,7,7,,,7,7,,,,,,,,3,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,,0,0,0,1,5
501767,2,,2,1,5,4,1,1,2,3,1,,4,3,-1,-1,1,1423,630,0.980333958,0.71930611,3,3,4,8,4,,,1,1,,,,,,,,8,,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,,0,,0,0,0,1,4
501768,1,,4,1,5,3,1,2,2,1,1,,2,3,-1,-1,2,1853,686,2.192813999,1.608946109,3,3,4,4,4,,,3,1,,,,,,,,8,,2,0,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,,0,,0,0,0,1,2
501771,2,,6,1,5,2,2,2,2,3,1,,9,3,-1,-1,1,1268,541,1.500883021,1.101251587,3,2,4,6,7,,,6,2,,,,,,,,5,,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,1,0,0,1,4
501773,2,,7,1,5,1,2,2,3,2,2,,4,1,-1,-1,2,1050,636,0.5122924,0.375887268,3,1,5,8,7,,,7,1,,,,,,,,8,,1,0,4,1,0,0,0,1,0,0,1,0,0,1,0,1,0,,0,,0,0,0,2,4
501779,2,,2,1,5,2,2,2,2,1,1,,2,3,-1,-1,1,1865,686,1.77367873,1.301411562,3,3,8,7,1,,,3,8,,,,,,,,8,,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,2,5
501780,2,,3,1,5,4,1,1,-9,1,1,,7,1,-1,-1,1,1660,545,1.167803518,0.856859235,3,3,4,5,4,,,5,1,,,,,,,,8,,1,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,,0,0,0,2,4
501783,2,,3,2,5,3,1,2,3,1,1,,10,3,4,-1,1,1951,627,0.258887171,0.863928599,3,3,4,4,5,,,4,1,,,,,,,,5,,1,0,4,1,0,0,1,1,0,1,1,1,0,1,1,1,0,,1,,0,0,0,2,3
501789,1,,3,1,5,2,1,2,1,1,2,,1,1,-1,-1,1,1937,551,0.865022651,0.634698077,3,3,3,3,2,,,6,1,,,,,,,,1,,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,1,5
501793,2,,2,1,5,4,1,1,-9,3,2,,5,1,-1,-1,1,2159,742,0.553992769,0.406484321,3,3,5,3,4,,,4,1,,,,,,,,8,,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,2,5
501799,2,,7,1,5,2,2,2,4,2,1,,3,3,-1,-1,1,2181,576,1.070736952,0.785638022,3,3,4,8,7,,,2,1,,,,,,,,8,,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,,0,0,0,1,5
501801,1,,7,1,5,2,2,2,2,2,1,,8,1,-1,-1,1,1477,571,1.31676874,0.96616035,3,1,8,7,7,,,5,5,,,,,,,,8,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,2,2
501804,1,,4,3,5,2,1,2,3,1,1,,12,1,-1,2,2,2024,662,0.097943041,0.493659751,3,3,4,5,5,,,4,1,,,,,,,,8,,1,1,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,,0,,0,0,0,1,4
501805,1,,5,3,5,2,2,2,2,3,1,,12,2,-1,1,1,1173,589,0.156680208,0.789711157,3,3,4,4,4,,,7,1,,,,,,,,8,,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,,0,,0,0,0,2,5
501807,1,,2,2,5,1,2,2,3,1,2,,10,3,5,-1,1,1527,721,0.336033256,1.121371672,3,3,4,6,6,,,3,1,,,,,,,,6,,1,0,2,1,0,1,1,0,0,0,0,1,0,0,1,1,0,,0,,0,0,0,2,4
501814,1,,5,2,5,2,2,2,3,2,1,,10,1,3,-1,2,1353,627,0.223605163,0.746189523,3,3,4,6,6,,,4,1,,,,,,,,7,,2,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,0,,0,0,0,-8,5
501817,1,,2,3,5,2,2,2,2,3,2,,12,1,-1,1,1,1346,589,0.263757884,1.329411973,3,3,5,4,4,,,4,1,,,,,,,,8,,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,,0,0,0,-8,4
501818,2,,1,1,5,4,2,2,-8,1,2,,4,2,-1,-1,1,1791,730,3.739984621,2.744160566,3,3,8,8,8,,,8,1,,,,,,,,4,,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,2,4
501832,1,,4,1,5,4,1,2,3,1,1,,2,1,-1,-1,1,1620,747,2.192813999,1.608946109,3,3,6,6,4,,,4,1,,,,,,,,6,,3,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,0,,0,0,0,2,3
501835,2,,4,1,5,2,1,2,1,1,2,,8,1,-1,-1,1,1558,553,0.572192605,0.419838192,3,3,3,6,5,,,4,3,,,,,,,,3,,1,1,4,1,1,0,0,0,0,0,0,0,1,0,1,1,0,,0,,0,0,0,2,3
501844,1,,2,1,5,3,1,1,4,1,1,,4,3,-1,-1,1,2179,630,1.531780045,1.12392184,3,1,6,6,4,,,3,2,,,,,,,,3,,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,,0,,0,0,0,1,4
501862,1,,3,2,5,2,2,2,1,3,2,,10,3,2,-1,1,1635,658,0.214794179,0.716786518,3,1,7,7,8,,,4,6,,,,,,,,8,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,0,0,0,2,3
501870,2,,5,1,5,2,2,2,4,2,1,,8,1,-1,-1,1,1868,571,0.949836246,0.696928847,3,3,5,6,6,,,5,1,,,,,,,,7,,1,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,,0,,0,0,0,2,4
501879,2,,4,3,5,3,2,2,2,1,1,,12,1,-1,4,2,1916,662,0.212270948,1.069903714,3,3,4,6,4,,,4,1,,,,,,,,7,,1,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,,0,,0,0,0,2,4
501891,1,,6,1,5,1,2,2,3,2,2,,6,2,-1,-1,1,2235,510,0.748915716,0.549506264,3,3,8,8,8,,,8,5,,,,,,,,8,,1,0,4,1,0,0,0,0,1,1,0,1,1,0,1,1,0,,0,,0,0,0,2,4
501894,2,,3,1,5,4,1,2,4,1,1,,8,1,-1,-1,2,1688,553,1.144385209,0.839676384,3,3,5,6,6,,,6,1,,,,,,,,2,,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,,0,,0,0,0,-8,5
501895,1,,5,2,5,1,2,2,3,1,2,,10,3,3,-1,1,1090,721,0.261966222,0.874203655,3,1,7,5,4,,,3,3,,,,,,,,3,,1,0,2,1,0,1,1,0,0,1,0,0,0,1,0,1,0,,0,,0,0,0,2,3
501896,2,,6,3,5,2,2,2,2,1,1,,12,1,-1,2,2,1047,589,0.143154165,0.721536196,3,3,4,4,4,,,4,5,,,,,,,,6,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,2,4
501897,2,,3,3,5,3,1,2,-8,1,2,,12,1,-1,3,2,1327,662,0.213452461,1.075858861,3,3,4,4,4,,,4,1,,,,,,,,4,,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,,0,,0,0,0,2,4
501898,2,,7,1,5,1,2,2,2,2,2,,6,1,-1,-1,2,1426,724,0.771790453,0.566290277,3,3,7,7,6,,,4,1,,,,,,,,7,,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,0,,0,0,0,2,5
501902,2,,7,1,5,2,2,2,-9,2,1,,2,1,-1,-1,1,1351,706,1.479769432,1.085759792,3,3,4,8,8,,,4,1,,,,,,,,7,,2,0,3,1,0,0,0,1,0,1,0,0,0,1,0,1,0,,1,,0,0,0,2,1
501903,1,,5,2,5,4,2,2,2,2,1,,10,1,5,-1,2,1293,658,0.447210325,1.492379046,3,3,4,5,4,,,4,3,,,,,,,,8,,3,1,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,0,,0,0,0,2,2
501904,1,,6,3,5,2,2,2,2,1,1,,12,1,-1,4,2,1832,662,0.19815648,0.998762926,3,3,4,6,4,,,6,1,,,,,,,,4,,3,1,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,,0,,0,0,0,1,4
501909,2,,2,3,5,2,2,2,3,1,1,,12,1,-1,1,1,1888,589,0.238226783,1.200728231,3,3,8,7,5,,,3,1,,,,,,,,4,,2,1,2,1,1,0,1,0,0,1,1,1,0,1,1,1,0,,1,,0,0,0,1,4
501913,2,,3,1,5,4,1,1,-8,1,1,,6,2,-1,-1,1,1017,693,1.952616446,1.432704568,3,3,3,6,5,,,3,4,,,,,,,,4,,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,,0,,0,0,0,1,4
501914,2,,3,1,5,4,1,2,4,1,1,,4,1,-1,-1,2,1913,636,0.864060556,0.633992154,3,1,8,8,8,,,8,1,,,,,,,,4,,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,,0,0,0,2,4
501917,2,,6,1,5,2,2,2,-8,1,1,,6,1,-1,-1,1,1307,510,1.933677879,1.418808664,3,1,3,4,7,,,4,4,,,,,,,,5,,1,0,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,1,,0,0,0,2,2
501923,1,,5,1,5,2,2,2,3,1,2,,2,1,-1,-1,1,1977,686,1.713514357,1.257266808,3,3,4,6,4,,,3,1,,,,,,,,4,,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,0,,0,0,0,1,3
501925,1,,4,2,5,1,2,2,4,1,2,,10,1,5,-1,1,1353,627,0.25164366,0.839756383,3,3,4,5,6,,,5,4,,,,,,,,4,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,,0,0,0,1,4
501927,2,,4,1,5,1,2,2,2,1,2,,8,1,-1,-1,1,1799,593,0.594940396,0.436529061,3,3,4,4,7,,,6,1,,,,,,,,8,,1,1,4,1,1,0,0,0,0,0,0,0,0,1,0,1,0,,0,,0,0,0,-8,4
501928,1,,3,1,5,3,1,2,3,1,1,,5,1,-1,-1,1,1753,678,1.715993558,1.259085887,3,1,2,6,4,,,7,1,,,,,,,,8,,3,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,,0,,0,0,0,1,1
501929,2,,5,1,5,1,2,2,2,3,2,,6,1,-1,-1,2,2112,510,0.540221896,0.396380139,3,3,4,7,4,,,2,1,,,,,,,,6,,1,0,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,,0,,0,0,0,2,2
501937,1,,6,3,5,1,2,2,-8,3,2,,12,1,-1,1,1,1594,662,0.079248096,0.399432109,3,3,2,7,4,,,4,1,,,,,,,,8,,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,2,4
501944,1,,4,1,5,2,2,2,4,1,1,,3,3,-1,-1,2,2014,687,1.23987092,0.909737668,3,3,3,6,6,,,4,1,,,,,,,,5,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,,0,0,0,-8,5
501975,1,,4,1,5,2,2,2,3,1,1,,4,1,-1,-1,2,1993,636,1.186428484,0.870525039,3,1,4,7,6,,,2,1,,,,,,,,4,,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,1,5
501977,2,,2,3,5,3,1,1,2,1,2,,12,3,-1,3,2,1327,662,0.119113392,0.600364115,3,3,4,7,7,,,8,7,,,,,,,,8,,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,,0,,0,0,0,1,2
501980,1,,6,1,5,1,2,2,2,2,2,,2,1,-1,-1,1,1730,686,0.717955617,0.526789731,3,3,4,8,7,,,4,1,,,,,,,,7,,1,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,0,0,-8,4
501987,2,,4,3,5,4,1,1,2,3,2,,12,1,-1,1,1,1888,589,0.376782079,1.899084869,3,3,4,4,2,,,4,3,,,,,,,,8,,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,0,2,2
501989,2,,3,1,5,2,1,2,1,1,2,,4,3,-1,-1,1,2134,630,0.432030278,0.316996077,3,1,8,7,8,,,8,8,,,,,,,,4,,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,,0,0,0,1,1
501990,2,,5,2,5,1,2,2,2,1,2,,10,1,2,-1,2,1755,721,0.134753433,0.449683715,3,3,4,8,8,,,8,1,,,,,,,,8,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,1,0,1,4
501995,1,,3,1,5,1,2,2,-9,1,2,,2,3,-1,-1,1,1730,686,1.096407,0.804473055,1,3,8,8,8,,,8,1,,,,,,,,4,,1,1,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,,0,,0,0,0,2,3
501996,1,,6,3,5,2,2,2,3,1,1,,12,1,-1,3,2,1270,505,0.19815648,0.998762926,3,2,4,6,6,,,4,1,,,,,,,,5,,3,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,0,,0,0,0,2,4
502003,1,,6,2,5,1,2,2,2,2,2,,10,3,3,-1,2,1709,721,0.133151417,0.444337649,3,3,4,8,7,,,4,1,,,,,,,,8,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,2,2
502004,1,,5,1,5,1,2,2,2,1,2,,2,3,-1,-1,1,1437,706,0.856757179,0.628633404,3,3,5,4,5,,,4,4,,,,,,,,3,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,1,3
502010,1,,4,1,5,3,1,2,4,1,1,,6,1,-1,-1,1,1511,724,2.287373834,1.678328044,3,3,3,5,4,,,8,1,,,,,,,,8,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,1,4
502012,2,,3,1,5,2,2,2,4,1,1,,2,3,-1,-1,1,1444,706,1.247930343,0.915651155,3,1,4,4,3,,,4,4,,,,,,,,7,,3,0,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,,0,,0,0,0,2,2
502022,2,,5,1,5,1,2,2,2,1,2,,2,1,-1,-1,1,1880,706,0.648771255,0.476026689,3,3,5,8,5,,,4,1,,,,,,,,8,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,2,1
502025,1,,3,3,5,4,1,1,3,1,1,,12,1,-1,3,1,1556,589,0.295464621,1.489222607,3,3,1,1,1,,,1,1,,,,,,,,8,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,1,4
502033,1,,5,3,5,3,2,2,2,2,2,,12,1,-1,4,1,1897,662,0.235020312,1.184566736,3,3,8,5,3,,,4,1,,,,,,,,8,,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,2,5
502038,2,,4,3,5,4,1,2,4,1,1,,12,1,-1,2,1,1496,589,0.212270948,1.069903714,3,3,8,6,5,,,4,1,,,,,,,,7,,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,1,4
502041,2,,2,1,5,2,2,2,4,1,1,,6,1,-1,-1,1,1899,693,1.850164329,1.357531783,3,3,8,8,8,,,8,3,,,,,,,,7,,2,1,2,1,0,0,0,0,0,0,0,1,0,0,1,1,0,,0,,0,0,0,1,4
502043,1,,6,1,5,2,2,2,2,2,1,,2,1,-1,-1,1,1337,686,1.435911234,1.053579462,3,3,8,6,4,,,4,1,,,,,,,,6,,2,0,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,,0,,0,0,0,1,5
502052,2,,2,1,5,2,2,2,4,1,1,,8,3,-1,-1,1,1412,553,1.626510446,1.193428925,3,3,4,6,4,,,5,1,,,,,,,,4,,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,,0,0,0,1,4
502057,2,,7,2,5,1,2,2,1,2,2,,10,1,3,-1,1,1565,658,0.115053514,0.383943401,3,3,8,8,7,,,8,1,,,,,,,,8,,1,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,0,,0,0,0,1,2
502065,2,,4,1,5,2,2,2,-9,1,1,,9,2,-1,-1,1,1303,541,1.316056009,0.965637394,3,3,7,7,5,,,5,3,,,,,,,,5,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,-8,3
502067,2,,7,1,5,2,2,2,-9,2,1,,2,3,-1,-1,2,1631,706,1.479769432,1.085759792,1,3,8,8,8,,,8,1,,,,,,,,8,,3,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,,0,0,0,2,4
502081,2,,2,3,5,4,1,1,3,3,1,,12,1,-1,4,1,1358,662,0.380568464,1.918169286,3,3,4,4,4,,,3,1,,,,,,,,4,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,2,3
502085,2,,6,1,5,2,2,2,3,2,1,,4,1,-1,-1,2,1768,636,1.024584801,0.751774537,3,3,4,4,5,,,4,1,,,,,,,,7,,1,1,4,1,0,0,1,1,0,0,1,0,0,1,0,0,0,,0,,0,0,0,1,5
502089,2,,6,2,5,2,2,2,-9,2,1,,10,1,3,-1,1,1198,627,0.230107027,0.767886801,3,3,4,6,6,,,5,1,,,,,,,,8,,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,2,2
502093,2,,5,1,5,1,2,2,3,2,2,,3,1,-1,-1,1,1072,687,0.374736129,0.274957309,3,3,4,7,7,,,6,1,,,,,,,,8,,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,1,0,0,1,5
502097,2,,6,3,5,2,2,2,-9,1,2,,12,1,-1,1,1,1916,662,0.143154165,0.721536196,3,3,3,7,5,,,7,4,,,,,,,,8,,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,2,3
502104,2,,3,1,5,4,1,2,1,1,1,,1,3,-1,-1,1,1312,692,0.984568679,0.722413276,3,3,8,8,8,,,3,1,,,,,,,,8,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,2,3
